pet_id,state
a9580c68-75b7-4adc-9b39-8b392f47409f,Adopted
8aa64f27-2755-45fb-b610-47c0c313f0f1,Pending
659bf3dd-72d3-4014-9019-9c760c106fd3,Adopted
bfd2da50-4f68-43e6-8689-c904b90c4864,Pending
47e0a391-9d13-49d7-aeef-2279192501bc,Pending
8f0d18d6-d87f-4f0b-bd5d-306c25b9d2ee,Pending
36a3f6e3-8e85-4b97-b55c-6b61999c08e3,Pending
5348721a-648f-4669-95e9-af1bc0b78769,Adopted
7d218c73-2bc8-4abf-bb21-2e9f5be637a2,Adopted
3e977a82-2c1c-40ef-ac59-cf7057a0b26e,Available
efd058e6-da44-48bb-8b11-a79445397ec9,Available
e7d27266-8682-46fb-92e2-9520de31438f,Adopted
535ce2ca-25e2-495d-9996-529d5adeccf0,Adopted
ed66e8d6-b9b7-49cf-a692-73fea7f44d6c,Available
5f8f90f7-0f08-44b7-94b2-8c1c073b24ef,Pending
4f81a2b0-d13c-45af-b71a-2af497d66a28,Pending
7b7b05bc-1ff5-4762-88ae-8a10117b0c19,Available
c9b0332c-e8aa-47cd-99b3-4ae602315482,Available
fb3e9ed1-a93c-423c-b296-6795e51366cd,Available
6673c6f7-8f7c-4cb3-98f5-3e8e381a51d3,Available
9f64d06a-ac79-4881-952a-4387ee0d7e3b,Adopted
67ae88bf-d47c-47b7-92fe-17a8b57632bd,Pending
39308b07-e8d1-46bf-8958-f11a169682d1,Available
0a0998e1-8464-4fc4-9a28-ed22127c5a53,Pending
a046dcc1-2ad7-4fa4-9a37-7ec105f70c18,Pending
77bb3b5d-81e0-413c-9194-cd40b4cc0ca5,Adopted
ffbe7c88-79cd-4e1e-be5f-99e759ce51f9,Available
0f76ba84-5595-449f-aa70-407fa99f577e,Adopted
35260950-1ccf-4d91-be77-867eebf76de9,Pending
91f310eb-773c-4c47-bddd-b97ae709c93e,Adopted
19c92627-c93a-4282-bc1d-976ac7e0d81c,Adopted
b891b611-fb92-4546-a806-50972ccfe54f,Adopted
4fafcc4c-3c73-4805-b63e-88d62d2edf93,Pending
81629735-de99-43df-9454-64d8d137a5e5,Available
93ac4a1e-2ef7-489f-8b8f-4b7fd071ca24,Adopted
b1577372-73c7-4d02-a2bb-234a8ed2fbc2,Adopted
b1a3c1a9-7e9e-4c20-901e-828924add871,Pending
db6dfbb1-b203-4c17-8722-7737eaf308c5,Adopted
b3f8039e-ba34-463d-b0ed-282b5652d789,Adopted
db408682-7bc2-42ba-8add-28e694149d67,Pending
76878e73-62c6-43c4-8af8-31bab0fcd368,Pending
98351162-5d2b-4d30-8997-03dd6afeb9cc,Adopted
d17a4e01-aa2b-4aa4-8a17-cb0172f4e284,Adopted
f337c0fa-6f8a-4131-9432-9a80643231e6,Adopted
07d0bfc6-f86f-4094-94f6-b7a2fc116e38,Adopted
37971343-9a30-4c37-b2c4-871a7f0a955f,Available
121c4c59-035c-4d9c-9d8f-016eed9a6d8e,Adopted
8ac9af10-9eee-4302-a384-ea4db673f0b4,Available
708415c6-d015-4953-8213-fde7b161eacc,Pending
9bb65e87-ebcd-4540-bbe7-0f110bab1d66,Available
189c7c72-9350-4090-9f1e-6d51e050f539,Adopted
2f952d2c-9eb2-4cf7-b2cf-355af3c4b0bd,Available
adf89584-0825-4f9c-9413-1c88ec0f268f,Adopted
3df86d13-a561-44a3-98e6-d4928c36c2e3,Pending
b9d5e6e2-f61e-4cbe-8c4e-832910dbb7dd,Adopted
4f57378a-7c36-4710-a5a3-7f5552b9b815,Pending
fdc8a0a8-b707-4eb9-8ec8-bb50428f08fe,Pending
1546b8b9-45c2-44fa-a3b6-5755c7d92e2a,Pending
e76e6384-6d32-46c1-872d-26e30c88bd4d,Available
3c869b4a-5449-4fe7-a017-669a0e99304e,Adopted
82cb233c-3008-4752-acd3-58af82bcb553,Pending
fbcbf31e-afdb-49c4-884b-93d30018911f,Pending
d039341a-011b-4126-b285-5f56dde2960d,Adopted
68524743-bf57-4a56-bc90-949027f70c93,Adopted
2993555c-f36a-4915-8cfd-f3bf5918bc17,Adopted
4b39071f-23c0-4f92-8412-c0a92dec53c6,Available
e69693a0-7a67-4417-95fd-a542c4c27974,Adopted
8091e1e7-f9ee-4944-8054-f1e75a5ad533,Available
b76bfdc7-b44f-4680-9169-4f53732851db,Pending
8f20640c-4d10-40a5-bbae-7ff0bc1c4fbc,Adopted
710384f7-eb69-49b2-9801-b6ecab88ae63,Adopted
2981ff86-ea6b-47fa-a523-aa44c71a61d9,Pending
7410c94f-2a29-4c64-b785-7a55e3c1ce4e,Pending
f6ad9f89-599e-4141-bc97-b45d1f1e1ce7,Pending
052cca68-2a61-49a2-90ea-d0343947b88b,Pending
c3050b9e-9333-473a-8ad3-ad0998030b2b,Pending
60dab97c-1eaa-45cf-a9d4-1624de29e024,Pending
18366cde-1707-43d1-badd-cabb5e8261d4,Adopted
a639925d-26de-4d45-92c7-603114d62006,Available
4e12dcce-a9cc-4e13-aa18-1c7f9aae8be6,Pending
26e03c7f-c694-40c1-ada4-aced3c625b14,Pending
22c70543-8d92-46f2-91aa-52eb5ba5b4ec,Adopted
bdaa54ad-b520-413a-9ba3-04dcc9370c47,Available
e419b137-ceb3-4a50-a81c-22648d61f184,Available
0c2c494a-7583-4773-b2f3-fa26155b3bb7,Pending
fa9108c7-cc5f-416c-b086-98e9e6f44554,Available
e42b12bc-aff3-4453-87e3-cde07f2ff7ae,Adopted
c457d1c0-6459-4a13-9943-a5c8f50c4847,Available
e62d56e4-e50c-4e8f-b5ff-59c479406159,Pending
afb0f3c4-ab8f-4e37-a174-a11cb6b3cdbd,Pending
99518f02-47a2-484b-95a1-52ea4b4d30c4,Available
b4847148-8a60-4eed-b4ae-f947368355f6,Available
cd975e2e-3fa9-4969-a08b-bcff167f796d,Available
4b8ff3d3-d628-467b-ad5a-c7e9ed8a59cc,Adopted
08751c36-49a7-4d3c-9133-fa4a37ca9442,Adopted
b361a964-d520-4ac1-9d63-e8660a41d5e0,Adopted
0a3dc822-67e9-4d96-b4b4-cd74761b7084,Adopted
3298fea5-f937-4971-a3df-37385559187c,Adopted
3ec672ec-565e-4f8d-acbc-fdcc16b03f4e,Pending
39e01595-e0f5-429a-81db-43bebcb29f4d,Pending
51ce7d72-200a-404a-ae77-7d3842637b03,Available
b4e2bac0-eafb-4283-b73f-66e474d79b47,Adopted
764ca86c-fc90-4684-8ee3-0d81aab0bd84,Available
5218bb83-03a2-4112-97fe-373d2544f5b2,Adopted
8b8504f5-92a4-4ff4-8f8a-ae4aa4e970e7,Pending
903420e3-8741-4de3-a85e-71804631c311,Adopted
b5d7e378-6e10-46c2-8a75-4c60c9aed7fa,Available
991a6d48-5425-4bb1-96b9-f109224d89ac,Pending
3f0dabc0-2ae4-49d1-a5a8-ec69baa7c706,Adopted
04963d5b-dc21-460d-9519-382de14578ba,Pending
40a0e156-4152-47e7-aa83-040a2a2838ba,Available
03a3e46b-b300-4de5-a7b6-61213046d812,Adopted
2541daef-7af7-420f-8532-21db26c6524c,Adopted
bdcb35b7-acb5-4868-a89f-98a41857b4a6,Pending
64c3feb0-6d3d-4d78-a502-76823103e792,Adopted
70513ff1-7f9b-4ee6-8a60-6052295efc2d,Adopted
f746dbe4-f714-4fd2-b398-15d90353a616,Available
b180960c-25a8-4624-91c0-32dda2aaeadc,Pending
ea29b163-147d-41fc-9ce0-2afeeeb2ae04,Available
34623262-b022-4cfe-b44b-77ac2384dc3c,Pending
642559fe-d858-40b0-917f-2ca0138e4994,Available
43ebf5b7-aea3-4d15-b502-49eab75418de,Adopted
a3273c18-fd2d-43df-8f98-499b288bb0df,Adopted
b9048821-9214-40c9-a615-77acd0730050,Pending
918b1fd0-b1fe-4c45-9784-345a1c637d5a,Pending
5e0d2a05-275a-4be5-89fd-c3462306eb44,Available
5676b4e3-8c1b-493b-8378-94692e122398,Available
c6b21867-9e29-43e0-b4a5-8e722e227786,Available
c0236702-7e66-4918-abde-6cc9474ce69c,Pending
f63fb3c7-a48c-45f7-a277-08cbcbaddf72,Pending
3a3404ec-f37a-4761-a04c-6f2a1c9de516,Available
32608a2e-63a8-4c2b-b1cf-d905f4ef7d80,Available
8fbaedb5-2c9d-4756-aae5-250f356f1ad6,Available
d9c7dfe7-776a-4530-bdcf-f528ab5bde6f,Pending
49045c7d-6238-4323-b2ff-869343498347,Pending
5de6d975-74ed-4e79-8f6a-df4d0c313ad2,Available
bc6c613e-9b6e-421f-9d85-78e3d2ae0f6d,Available
51f7c3b9-7a53-48e7-b249-2253cba9ce1e,Available
9ba094e0-3875-4ce0-b465-a892fe93142a,Adopted
528ae0b8-f64a-42a0-b0fd-f659a57c6d8f,Adopted
6ccef5cf-451d-4dfb-8352-9e01e73f6eb3,Adopted
4464d01b-2ae6-4e5f-bcd5-a028fb27d81b,Adopted
9a7471c4-03ec-4d3e-93db-f0ee3c5eb829,Available
69093742-e817-4d16-b6d8-7aa4d2c1d5c5,Adopted
f051a78d-40b9-4252-9bcb-0da209ff067b,Adopted
0b8fd62b-12cd-492f-bdb8-a538907ba6be,Pending
5f424fb1-a0f5-43af-a8c5-326c12c0d2e5,Pending
5de78eb5-762f-4b4d-9a36-6df6b69ef8e4,Available
2715129f-5a5b-46af-b81b-5f3fb362693f,Adopted
5aa271cb-0cc6-49c8-a744-6280402c2b49,Adopted
8830ca5d-9628-4f7d-bed6-d63f2da86a3d,Adopted
2a9e2978-b063-40d2-8f45-5735987608f8,Adopted
d01da3ff-999a-4d62-bf38-7e5b901e07fb,Adopted
f0e09313-edf2-4c62-a327-1f5209c627f1,Pending
f8bf5585-5b88-48f7-a001-ce2f52d95476,Pending
7ba46be7-c527-43c7-a94f-3f2ebec953a2,Available
bfeb3567-acd4-4302-96a4-c4e7cd92e342,Available
64c78124-f683-41e5-8f2d-4e45fa7af92c,Available
ff6afc91-2704-451e-b252-f40a35418572,Pending
18520f36-7757-4b87-bd57-ff798754f8d4,Available
6cc34b88-5816-4631-8545-e41ec3ce0bb1,Pending
18673cd6-3d19-4005-b486-34cbd53e151b,Available
0517108f-f0c2-4dbd-ab38-465654503ddc,Available
132d6019-136f-4549-a5c1-8d85bc3b6ca6,Pending
9e3cd565-e6eb-43a8-b214-1f9df3ec7565,Adopted
ae50eee7-859d-46a4-b075-572e5132a178,Available
0758e269-b708-4538-9d0d-3fbda6df2352,Available
6e0976d2-fc59-48d5-9e20-dc286c023e75,Pending
2429441b-4f29-451c-948f-a5c1ef4fbba5,Available
eacb2be4-82fe-471b-a5dd-c726c87a6402,Pending
389a5b62-a9db-414a-b3ab-4b1471a7c0bd,Pending
4b938ae9-4a54-464c-8015-be74f8b6570d,Available
b20a6a57-df33-4714-81a0-80f2f07930d4,Available
18b74c13-ee6d-4a5c-b51a-93e745e96bf7,Pending
5ac549bd-8e84-4424-80f2-e48049c862b3,Pending
7638fdc9-da04-4d7a-8d26-0df1529c3e01,Adopted
1f5f4333-e7a2-42f8-b313-7a84c86a956a,Pending
43601551-95fd-469c-b13a-d10c4a577319,Adopted
3114803e-3938-41d2-be78-1b791c77eee2,Available
34777743-c193-4466-8fe9-f59f5dc4bfd8,Available
3ee2a8c0-f99e-4fa6-9a9c-3aef1e2d6696,Pending
3ca12a2e-9f1a-4723-8069-397024ca49e7,Available
7998ef85-eed0-4401-aedd-42fbe12feef2,Available
f7725f5a-ca6d-4989-b38c-41099eda7fad,Adopted
062861a6-5001-4dce-b7c2-27444f9cb106,Available
b4130954-cf53-40fb-af95-2a9288592d81,Available
003c4fad-2838-43c7-b044-7aac8b0f2229,Available
609b45a9-eea4-406a-8a92-b0182232a7ed,Adopted
48182c3c-34a9-44ac-8b9d-3333a9d00cde,Adopted
1088e458-1d73-4c6e-abf6-9ef2b62f7332,Available
536eefea-6797-46ac-a086-8006ddc0e18e,Available
f67055f9-5207-4014-8bd3-e4102cef8d01,Pending
b109a42e-83a0-4258-b41f-fec0e3e5e936,Available
ff88b22d-717a-40ec-925c-fb24ed795332,Pending
9c4aa1fe-bf26-4581-8220-f3425cc6acb6,Pending
a9638440-8768-430a-af7a-1acf413ae03f,Available
6d615d75-a5c6-4e46-9029-12ae43188276,Adopted
62e6761c-b724-47cd-9fc0-7303a5adc42e,Adopted
e5bae62a-bb36-448f-b053-083c5fdb4c0e,Adopted
20c54576-dfa7-47e5-af1d-0301cd728447,Adopted
87dc3289-9c21-42a3-b6e1-e64577bb1d41,Adopted
bd835983-45e3-4aba-873c-c3eb532819ab,Pending
677609d5-afb6-4382-a664-80593d307b7a,Adopted
64eeea3a-aa17-4a52-a523-3849fb8dc354,Adopted
9f7c2e1a-ed00-421c-9405-bf9b212a1edb,Pending
fa5dd475-1cb9-41b6-859c-e8b643711aa1,Adopted
e1347ee4-9908-40e7-be71-98b129674be8,Adopted
d77fc0b8-a503-41ae-91c0-e722f2c1b987,Pending
547f1c98-60bd-4933-8526-fc1d939ffaa2,Adopted
aba4bc32-8a55-44c6-a700-9c30f48db6b9,Available
271db660-a3cd-43fb-8f37-1030f2c3a0ce,Available
10817fbd-36ed-4aac-bd15-80e57dd79a08,Available
60ed69b4-6a88-4c2c-b452-07334c0759a6,Pending
479ca6b1-937e-4c81-afb7-5945855d3bff,Available
47d00bcf-cf1f-4ed6-9672-54750d20bcad,Pending
3de2f137-a6c4-4e23-8501-5747bc3580c6,Pending
2e24b732-2e14-4b27-b5b2-41c214354dc7,Adopted
4b9a63e7-4d88-492e-bab5-5d158f15fd5f,Pending
7c8ca3ba-1c14-4627-8df9-e38770d4f320,Available
5e4b5db2-093d-4002-918d-b7452f00e159,Pending
e721720a-8b7d-401a-a00e-b59d9e954a15,Adopted
b8595215-3f84-4063-96a3-7b68024ffe23,Adopted
74f1ceeb-1a19-4211-914f-63b6aa2afb37,Available
dce0c807-84de-4951-9aea-5273031eaabc,Available
bafbfdfb-446e-4f57-86a3-e381cfa48ba2,Pending
abbe5250-6737-435c-8270-2f7ad499b547,Available
7f008776-b17d-48a7-b78f-e1030264fa1c,Available
ea3698e4-2a91-4979-9e8b-788ac3492c98,Adopted
80e7526a-b886-496f-9eef-904308fd6ccc,Available
e44b6620-bb0c-4ffb-8df5-3f5c14fd1400,Available
4ee927c9-6a8d-4d67-aa68-15ff8de57ed5,Adopted
ed0a6a99-d7d7-460a-ac5f-046d49a8fe08,Available
9ca914b3-dd30-491b-903e-975473d3e5e6,Adopted
1d135e80-1347-400d-a39f-758e40505f4b,Available
42c82d34-5fdc-4b1b-9fb7-a62e63e8f0ab,Adopted
35b20d83-aa10-423d-88bd-3ee4c85d6bca,Available
1ca6fefc-3b0e-4489-b298-a3d9fd763659,Adopted
39fe8947-ddcc-49f5-b7c0-a53b1550236e,Available
42f9037d-21ee-4fe0-b901-72cc13b056b3,Available
d7534317-be6b-4179-9fc0-2f1a7bbdd895,Adopted
243625b8-03d3-4670-a7c1-6e9d5a4b757a,Pending
e9d276d0-2855-4c7a-8342-3a53cc39bdff,Available
7d2de966-f04b-416f-9a36-07f78cce835f,Adopted
c8931549-107b-48c9-ac7a-da3eeace5e0a,Pending
b2646cef-b23d-484f-9e6d-01ec06abfa65,Adopted
5476f87b-704f-4513-9faf-f831cc245748,Adopted
f2ecac8f-f1bf-45f7-bf1d-d8258bb1e2b9,Pending
98bb2da1-5a17-45bb-82a3-0d7960f2f936,Adopted
e9f7fb5a-8d1e-454d-ae1e-8b548485e591,Adopted
ea057d77-35f7-4aea-93e9-39f5cb5cb15e,Adopted
8f5374ca-217c-42a7-8400-add76fa6c1f3,Pending
e47a92b3-7380-4169-995a-2471f4867979,Pending
a92007dd-c106-4317-9ee0-4e018fe58a37,Available
ce90a42c-7d2d-4b49-82ad-cb10fbd5e38b,Adopted
c262057f-96c2-4efa-a65a-f4cb7a0a0060,Available
61dd5963-5e30-42f5-8ecc-8ad73477c97d,Available
ae307528-604e-4bbe-acaf-da7cbfdd3921,Available
cb58a235-48d8-4c95-bf4b-3c55c7025c27,Available
521a850e-8c71-475e-bd50-1b11d1790717,Adopted
c7b51342-3c0a-49aa-9be4-130184b260ce,Adopted
95b599b9-fd34-427a-a9ab-e987e1839665,Adopted
fb62d698-6fde-4181-ae68-da907811c51f,Adopted
e7c48319-1077-4c26-af97-57f7e1490b1f,Adopted
6db707dd-4760-4aa9-8546-f42aa8396283,Pending
3e09e634-18a6-4991-8b07-a7d0a431c6fd,Adopted
f3abc61a-00c1-44ba-a48d-b44b6c3784ab,Adopted
3e31e689-f7cd-4fdc-a66c-ba0bdb6776f9,Pending
aa0d5fbb-ca41-4e9b-8689-147d6aca753a,Pending
98cb746b-e34e-4527-aa42-559256d1ca5a,Pending
8ffcf479-3f26-42e1-ba59-ff9a2e9f0936,Available
eb6d179d-dd4b-440a-ae0e-bcd4860746da,Available
de225815-1619-4606-8527-078a66eb48ac,Pending
002605f8-169f-4511-bb49-ca2640f81da4,Adopted
e4cfa843-5650-41a7-81f3-6f87682cb9e9,Adopted
8689178e-57bb-483b-8da0-4c50c6e664f3,Adopted
fb0e7eef-be5a-4294-8c78-50654bd8e0f0,Adopted
86563f5b-dbdd-4004-9509-bd5f9528b8cc,Pending
d9251b6c-657b-44de-829d-7c6405503cab,Adopted
4a368d75-612a-4dac-9c91-db9cf9317e19,Pending
8d3bcee2-4592-43be-a7bd-fc0d1a5d5efa,Pending
9f8472d1-6a9e-4b88-b971-6ea2a748296b,Pending
fb416f9a-37b8-4d85-99a3-5f1f7a619c3e,Pending
30c5497a-2c48-467e-a72d-482d36801a63,Adopted
c3b2d22a-47d5-4f40-943a-30f232245dd7,Pending
a86eb15c-bb12-46fc-9be6-142e3d0d3494,Available
eedcd4cd-2858-4b4a-89d1-6951c9256529,Pending
57a8dd7b-7368-405f-8e5a-93fbd6f07828,Available
986cec4c-9171-42f8-8d9d-b0116d3d10de,Pending
8f0a66ba-9920-4d1b-b106-0a23d0838259,Pending
d05eb6b0-4bbb-43e7-9aed-5fa1284d049d,Pending
df2def30-e3bb-4c0f-b83d-6b3a72658269,Available
35ff6c40-59c3-452f-b243-5e863f0c01b7,Adopted
3b3ca7a3-43fc-4855-b85c-81454a26827f,Available
906a2a01-4b93-4f3f-bd2b-6810f6cd822f,Pending
c00b0f57-07a5-4256-b9e9-88371cea456f,Pending
6bfec549-9af9-4f3c-b06f-42835febabf3,Pending
fc56039f-1261-424b-a016-083cbe65ad4d,Adopted
f4c5184f-137a-411f-a1e6-676671a03f94,Available
06fe1730-1722-4d91-b4d0-51fb8e37d40f,Adopted
07a43fca-af9d-46b5-a564-592b8c864cdb,Pending
2f0edc0e-ffee-4a8e-8767-4caf2b42688c,Adopted
f6a5bad3-0f3d-45b5-a58f-cbe324939b65,Available
b6e7bfa9-6fe7-4797-994d-2b7accb1f27c,Pending
f94d2d52-a82b-4cba-bddb-f561c6d88f8c,Adopted
441014a7-972f-4913-963a-fc60c606788e,Pending
319cd4ac-2f16-46a8-8cc3-266e2e632ef0,Available
9e9851d0-398d-4c28-bba9-3ede30410f12,Adopted
2981d63c-2e78-4834-93eb-4320826f43b0,Adopted
5f3394f8-caf5-4ad7-be0b-8dac84f6eb81,Pending
